headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,supposedly,"たぶん,おそらく /  《文修飾》想定するところでは",/səˈpoʊzɪdli/,41903,"Supposedly, the old mansion is haunted by ghosts of the previous owners.",おそらく、古い邸宅には前の所有者の幽霊が取り憑いていると思われます。,1627750
,,,underneath,"の下に,の下を / の見かけに隠れて",/ʌndərˈniːθ/,45013,The cat is sleeping underneath the table.,猫はテーブルの下で眠っています。,3006140
,,,rub,"〈物の表面など〉‘を'こする,さする  / (…に)…‘を'こすりつける《+名+against(on, over)+名》;(…に)…‘を'すりこむ《+名+in(into, on)+名》  / 〈二つの物〉‘を'こすり合わせる《+名+together,+together+名》  / …‘を'こすり落とす《+名+away(off),+away(off)+名》  / …‘を'すりむく,ひりひりさせる  / (…の表面を)こする,すれる《+against(on)+名》;〈二つの物が〉こすれ合う《+together》  / 《単数形で》こすること  / 当てこすり  / 《the rub》やっかいな事,困難",/rʌb/,36625,I need to rub the stain out of my shirt.,シャツのシミをこすり落とさないといけない。,3003986
,,,sword,"刀,剣  / 《the ~》武力,兵力",/sɔrd/,42177,He wielded a sharp sword in battle.,彼は戦闘で鋭い刀を振るった。,3005427
,,,stabilize,"…‘を'固定させる,安定させる",/steɪ.bə.laɪz/,40638,We need to stabilize the situation before it gets worse.,悪化する前に状況を安定させる必要があります。,1662609
,,,standardize,【動/自/他】標準化する,/ˈstændərdaɪz/,40726,We need to standardize our procedures to ensure consistency.,一貫性を確保するために、手続きを標準化する必要があります。,3005033
,,,tricky,"(人が)こうかつな,ずるい / (物事・仕事などが)手の込んだ, 慎重を要する, 扱いにくい",/'trɪki/,44220,Dealing with tricky situations requires careful consideration.,こうかつな状況に対処するには注意深い考慮が必要です。,3005959
,,,discrimination,"区別(識別)すること  / (…に対する)差別待遇《+against+名》  / 識別力,鋭く見分ける力",/dɪˌskrɪmɪˈneɪʃən/,12131,Discrimination based on race is a violation of human rights.,人種に基づく差別は人権の侵害です。,2997668
,,,fiber,"(1本の)繊維,すじ  / 〈U〉《集合的に》繊維,繊維組織  / 〈U〉(布の)生地,織り地(textile)、 食物繊維 / 〈U〉性格,性質;根性",/ˈfaɪbər/,15583,I need to increase my daily intake of fiber.,私は毎日の食物繊維摂取量を増やす必要があります。,2998581
,,,morality,"〈U〉道徳,倫理;道徳学,倫理学  / 〈U〉道徳性  / 〈U〉品行  / 〈C〉教訓;寓意",/məˈræləti/,27513,Morality is the foundation of a civilized society.,道徳は文明社会の基盤です。,3001624
,,,inevitably,"必然的に,避けられないで",/ɪˈnɛvɪtəbli/,21738,Change is inevitably a part of life.,変化は必然的に人生の一部です。,3000155
,,,reproduction,"〈U〉繁殖,生殖[作用]  / 〈U〉(…を)再生(再現)すること;模写(複製)すること《+of+名》  / 〈C〉再生(再現)された物,複写(複製)した物",/rɛprəˈdʌkʃən/,35711,The reproduction of the painting was identical to the original.,絵の再現はオリジナルと同一であった。,1626709
,,,quantitative,"量の,量的な",/kwɑːntəˈteɪtɪv/,34331,Quantitative analysis is used to measure the amount of a substance.,定量分析は物質の量を測定するために使用されます。,1638112
,,,rationality,"道理にかなっていること,合理性",/ræʃəˈnæləti/,34864,Rationality is the key to making logical decisions.,合理性は論理的な決定をするための鍵です。,1645682
,,,resemble,似ている、類似している,/rɪˈzɛmbəl/,35759,They resemble each other in appearance.,彼らは容姿が似ている。,2995392
,,,strategic,"(比較変化なし)戦略の,計略の / 戦略上重要な",/strəˈtɛdʒɪk/,41235,The company's strategic plan focused on expanding their market share by launching new products and acquiring smaller competitors.,同社の戦略計画は、新製品の発売と小規模な競合他社の買収によって市場シェアを拡大することに重点を置いていました。,1627749
,,,ancestor,"(一人の)先祖,祖先(forefather)  / (事物の)原型,先駆  / (生物の)原型種",/ˈæn.sɛs.tər/,1473,My ancestor was a brave warrior.,私の先祖は勇敢な戦士でした。,2996063
,,,barrel,"(胴のふくれた)たる  / (…の)1たる[の量]《+of+名》  / 銃身,砲身  / 《単数扱い》(…の)多量《+of+名》《話》",/ˈbærəl/,3365,The wine was aged in a large oak barrel.,そのワインは大きなオークのたるで熟成されました。,2996551
,,,tribe,"《集合的に》《単数・複数扱い》部族  / 《しばしば軽べつして》(…の)仲間,集団,連中《+of+名》  / (動植物の)族(family(科)と genus(属)の間の分類単位)",/traɪb/,44197,The tribe gathered around the fire to celebrate their victory.,部族は勝利を祝うために火の周りに集まった。,3005960
,,,transformation,"〈U〉変形,変身,変換",/trænsfɔrˈmeɪʃən/,44003,The caterpillar undergoes a transformation and becomes a butterfly.,毛虫は変態を経て蝶になる。,3005907
,,,treaty,条約 / 協定 / 条定 / 和約,/'triːti/,44136,The two countries signed a treaty to promote trade and cooperation.,両国は貿易と協力を促進するために条約に署名しました。,3005942
,,,weave,"〈自〉織物を織る / 〈他〉《毛糸・綿糸などから》〈織物〉を織る《from, of ...》 / 〈毛糸・綿糸など〉を織って...を作る《into ...》",/wi:v/,46970,She learned how to weave baskets from her grandmother.,彼女は祖母からかごを編む方法を学びました。,3006622
,,,capitalism,資本主義,/ˈkæp.ɪ.təl.ɪ.zəm/,6261,Capitalism is an economic system based on private ownership of the means of production and their operation for profit.,資本主義は、生産手段の私有とその利益のための運営に基づく経済システムです。,1662612
,,,bulk,"【名/U】《...の》 大部分, 大半 《the ~ of ...》 / 容量, かさ / (船の)積み荷  / 【形】大口の / 大量の / 【動/自】かさばる / 【動/他】を大きく見せる",/bʌlk/,5518,I bought a bulk package of toilet paper.,私はトイレットペーパーの大量パッケージを買いました。,3009083
,,,chronic,"（病気が）長期にわたる,慢性の /  常習の,癖になった",/ˈkrɑnɪk/,7506,He has been suffering from chronic back pain for years.,彼は何年も慢性の腰痛に苦しんでいます。,3009484
,,,fusion,"〈U〉(金属などが)溶けること,融解,融合《+of+名》  / 〈C〉融合物  / 〈C〉(政党・党派などの)連合,合同;(民族などの)融合《+of+名》  / 〈U〉〈C〉核融合(nuclear fusion)",/fjuːʒən/,17285,The fusion of metals creates new alloys.,金属の融合によって新しい合金が作られます。,2998997
,,,harvest,"〈C〉(穀物・果物などの)収穫,取り入れ  / 〈C〉収穫期,取り入れの時期  / 〈C〉収穫物;収穫高(量)  / 《a~,the~》(仕事などの)結果,報い  / 〈作物〉‘を'取り入れる,〈畑〉‘の'作物を取り入れる  / 〈結果など〉‘を'獲得する",/ˈhɑːrvɪst/,19327,The farmers were busy with the harvest.,農民たちは収穫で忙しかった。,2999526
,,,rotation,〈U〉〈C〉回転  / 〈U〉〈C〉(地球・天体の)自転  / 〈U〉循環;交替;(作物の)輪作,/rəʊˈteɪʃən/,36513,The Earth completes one rotation on its axis every 24 hours.,地球は24時間ごとに軸の周りを1回転します。,1659142
,,,seminar,"(指導教授のもとで行う大学の)研究(演習)グループ,研究会,演習,セミナー,ゼミナール",/ˈsɛmɪnɑr/,38045,I joined a seminar to conduct research under the guidance of my professor.,私は教授の指導のもとで研究を行うためにセミナーに参加しました。,3004333
,,,abdominal,"(比較変化なし)腹の,腹部の",/æbˈdɒmɪnəl/,85,She complained of abdominal pain.,彼女は腹痛を訴えました。,6535724
,,,utilize,"...を利用する, ...を役立たせる",/juːˈtɪl.aɪz/,45715,I utilize technology to streamline my work process.,私は技術を利用して仕事のプロセスを効率化しています。,3006333
,,,syntax,"構文,文章論,統語論,文章構成法,(文中における語の配列を扱う文法の一部門)",/'sɪntæks/,42275,Understanding the syntax of a language is crucial for effective communication.,言語の構文を理解することは効果的なコミュニケーションに不可欠です。,1657708
,,,pathway,"道,小道(path)",/ˈpæθweɪ/,30880,The pathway through the forest was lined with beautiful flowers.,森の中の道は美しい花で囲まれていました。,3002551
,,,airplane,飛行機(《英》[[aeroplane]]),/ˈɛərpleɪn/,971,I will take an airplane to travel to Japan next month.,来月、日本へ旅行するために飛行機に乗る予定です。,2995904
,,,homework,"(生徒の)宿題,学庭学習  / (教師の)授業準備,講義の下調べ  / 自宅でする仕事;内職",/həʊmwɜːk/,20218,I'll finish my homework and go to bed.,宿題を終わらせて寝よう。,1623974
,,,splice,"〈綱などの端と端と〉‘を'組み(より)継ぎする;〈材木など)‘を'重ね継ぐ,〈フィルム・テープ〉‘を'つなぐ  / 《受動態で》《話》〈二人〉‘を'結婚させる  / (綱の)より継ぎ;(材木の)重ね継ぎ;(フィルム・テープの)接合  / より(重ね)継ぎ目",/splaɪs/,40391,He used a splice to join the two ropes together.,彼は2本のロープを結ぶためにスプライスを使用しました。,1665185
,,,syntactic,"【形】統語論の,構文の",/sɪnˈtæktɪk/,42273,Syntactic analysis is an important aspect of linguistics.,統語論の分析は言語学の重要な側面です。,1648302
,,,textbook,教科書,/'tɛkst.bʊk/,42958,I forgot to bring my textbook to class.,授業に教科書を持ってくるのを忘れてしまった。,3005625
,,,volition,"【名/U】｟かたく｠ 意志の働き,意志作用；決断,決意；決断[意志]力",/vəˈlɪʃən/,46433,I have the volition to succeed in my goals.,私は目標を達成する意志を持っています。,1629286
,,,wavelength,〈c〉(音・光などの)波長,/ˈweɪvˌlɛŋθ/,46879,The wavelength of light determines its color.,光の波長はその色を決定します。,3006600
,,,neat,きちんとした,/niːt/,28269,She keeps her room neat and tidy.,彼女は部屋をきちんと整理しています。,3001841
,,,bacteria,"バクテリア,細菌",/bækˈtɪər.i.ə/,3030,The bacteria in our gut play a crucial role in our overall health.,私たちの腸内のバクテリアは、全体的な健康に重要な役割を果たしています。,2996478
,,,goods,"(不動産以外の)財産,(金・証券以外の)動産  / 商品,品物  / 《米》反物,織物  / 《英》(鉄道で運ばれる)貨物",/ɡʊdz/,18232,He inherited all of his father's goods.,彼は父の財産をすべて相続した。,2999229
,,,facilitate,"〈他〉を容易にする, を楽にする / を助ける, を促進する",/fəˈsɪlɪteɪt/,15068,Technology can facilitate communication between people who are far apart.,技術は遠く離れた人々の間のコミュニケーションを容易にすることができます。,2998443
,,,verbal,"言葉の,口頭の",/'vɜr.bəl/,46018,She has excellent verbal skills.,彼女は優れた言葉のスキルを持っています。,1658849
,,,expertise,"〈U〉専門技術,専門知識 / 〈C〉専門家の調査報告",/ˌɛk.spɝˈtiːz/,14828,He has extensive expertise in the field of technology.,彼はテクノロジーの分野で広範囲の専門知識を持っています。,1628233
,,,allocate,"《...に》...を配分する, を割り当てる《to, for ...》",/ˈæləˌkeɪt/,1150,The company will allocate resources to the new project.,会社は新しいプロジェクトにリソースを割り当てます。,1628112
,,,probe,探査器 / 探求 / 問題点 / 探測器 / 調査,/prəʊb/,33472,Scientists launched a probe to explore the outer reaches of the solar system.,科学者たちは、太陽系の外部領域を探査するために探査機を打ち上げました。,3003173
,,,subtract,"《...から》 ...を引く, を減じる 《from ...》 / 引き算をする",/səbˈtrækt/,41585,"To solve this math problem, you need to subtract the second number from the first number.",この数学の問題を解くには、2番目の数を1番目の数から引く必要があります,3005247
,,,definite,"明確な, はっきりとした, 確定した / 正確な / 一定の / 限定的な / 明確に限定された",/dɪˈfɪnɪt/,11141,This is the definite answer.,これは明確な答えです。,2997399
,,,nutrient,"〈C〉栄養物,栄養剤",/ˈnuːtriənt/,29083,Thiamine is an essential nutrient for the body.,チアミンは体にとって必須の栄養素です。,1651885
,,,formulation,"〈U〉公式化,  定式化, 制定 / 《薬学》製法, 処方, 製剤 / 〈C〉明確な表現",/fɔːrˌmjʊˈleɪʃən/,16668,The formulation of the new policy took several months.,新しい政策の策定には数ヶ月かかりました。,1629016
,,,likelihood,"【名/U】《...が》ありそうなこと / 《...の》見込み,可能性ある《of》",/lɑɪklihʊd/,24523,There is a high likelihood of rain tomorrow.,明日は雨の可能性が高いです。,3000875
,,,proton,〈C〉陽子(素粒子の一つ),/'prəʊ.tɒn/,33782,Protons are one of the tiny particles that make up atoms.,陽子は原子を構成する小さな粒子の一つです。,1622950
,,,locally,"【副】地方的に, 局部的に / 地元で, 近くで",/ləʊkəli/,24859,I love to support locally owned businesses.,地元の経営者が運営するビジネスを応援するのが好きです。,1653512
,,,memorize,"〈言葉・番号など〉を記憶する,を暗記する,を覚える",/mɛməˈraɪz/,26398,I need to memorize all the vocabulary words for the test.,テストのためにすべての単語を記憶する必要があります。,3001355
,,,lifetime,"〈C〉生涯, 一生",/ˈlaɪfˌtaɪm/,24466,The memories we create last a lifetime.,私たちが作り出す思い出は一生続く。,3000854
,,,sensitivity,"敏感,(生理的な)感受性  / 感度,度光度",/sɛnˈsɪtɪvəti/,38107,She has a high sensitivity to noise.,彼女は騒音に対して高い敏感さを持っています。,3004346
,,,adverse,"反対の,逆の,敵意を持つ  / 逆方向の / 有害な",/ædˈvɜːrs/,628,He experienced an adverse reaction to the medicine.,彼はその薬に対して副作用を経験しました。,1627167
,,,repertoire,"上演目録,演奏曲目,レパートリー",/rɛpərˈtwɑr/,35653,She has a wide repertoire of songs.,彼女は幅広い曲目のレパートリーを持っています。,1645950
,,,mortality,"〈U〉死を免れぬこと,死ぬべき運命 / 〈U〉《時にa〜》死亡数;死亡率 / 〈U〉《時にa〜》(戦争などによる)多数の死",/mɔːrˈtælɪti/,27560,The mortality rate in the country has been steadily decreasing over the years.,その国の死亡率は年々着実に減少しています。,3001642
,,,contradictory,"矛盾した, 対立した",/kɒntrəˈdɪktəri/,9246,His actions are contradictory to his words.,彼の行動は彼の言葉と矛盾している。,1653501
,,,interfere,"《...に》干渉する《in, with ...》 / 《仕事・状況などの》 妨げとなる《with ...》/ 妨害する, 邪魔する",/ˌɪn.tərˈfɪər/,22246,I don't want to interfere in their personal matters.,私は彼らの個人的な問題に干渉したくない。,3000311
,,,defect,"【名】障害, 欠点, 欠乏, 欠陥",/dɪˈfɛkt/,11111,There is a defect in the product.,製品に欠陥があります。,2997390
,,,render,"《render+名〈目〉+形〈補〉》…‘を'(…の状態に)する)make)  / …‘を'行う,果たす  / (…に対して)…‘を'返す《+名+for+名》  / '‘を'公式に宣言する,言い渡す  / (…に)〈計算書など〉‘を'提出する,送付する《+名+to+名》  / (文章や絵画で)…‘を'表現する  / (…に)…‘を'翻訳する(translate)《+名+into+名》  / ‘を'演奏する,演ずる(perform)  / 〈脂肪など〉‘を'溶かす,溶かして精製する《+名+down,+down+名》",/ˈrɛndər/,35592,The artist used vibrant colors to render the scene more realistic.,芸術家は鮮やかな色を使って、シーンをよりリアルに描写しました。,3003717
,,,denote,を示す / を意味する / の記号である,/dɪˈnoʊt/,11378,The red color denotes danger.,赤色は危険を示す。,2997454
,,,impact,"〈U〉〈C〉(…の…に対する)衝突,衝撃《+of+名+against(on,upon,with)+名》  / 〈C〉(…の…に対する)影響(influence)影響力《+of+名+on(upon, against)+名》 / 他動 / 〔～に〕影響を与える［及ぼす］ / 〔～を〕詰め込む / 〔～に〕激突する / 自動 / 影響を与える［及ぼす］ / 激突する",/ˈɪmpækt/,21137,The earthquake had a significant impact on the city.,地震は市に大きな衝撃を与えました。,3000009
,,,explicitly,"【副】明示的に；明白に,はっきりと,あからさまに.",/ɪkˈsplɪsɪtli/,48303,She explicitly stated her opinion during the meeting.,彼女は会議中に明示的に自分の意見を述べました。,1638368
,,,projection,"〈C〉見積もり, 予測 / 〈U〉〈C〉突き出ること, 突起 /  投影すること, 投影図 / 〈U〉発射 / 発声",/prəˈdʒɛkʃən/,33586,The projection on the wall was clear and vivid.,壁に映し出された投影ははっきりと鮮明でした。,1628487
,,,elaborate,【動詞】詳しく説明する、ものを精巧に作る 【形容詞】精巧な、入念な,/ɪˈlæbəreɪt/,13571,Could you please elaborate on your idea?,あなたのアイデアについて詳しく説明していただけますか？,2998055
,,,vague,"(言葉・意味などが)はっきりしない,あいまいな  / (考え・感じなどが)ばく然としている,ぼんやりした  / (形・姿などが)ぼやけた,はっきりしない  / 《名詞の前にのみ用いて》《通例最上級で》《話》ほんのわずかの,かすかな",/veɪɡ/,45782,Her explanation was vague and unclear.,彼女の説明は曖昧で分かりにくかった。,3006347
,,,interact,"《...と》相互に作用する, 影響し合う, 交流する《with ...》",/ɪntərˈækt/,22209,I love to interact with people from different cultures.,私は異なる文化の人々と交流するのが好きです。,1640104
,,,empirical,"経験的な, 経験を基礎とする / 実証的な, 実験に基づいた",/ɪmˈpɪrɪkəl/,13854,,,
,,,qualitative,"(量でなく)質的な,性質上の,質にかかわる,定性的な",/kwɒlɪˈteɪtɪv/,34325,The researcher conducted a qualitative study to gather in-depth information.,研究者は詳細な情報を集めるために質的な研究を行った。,1628562
,,,retrieve,"【動/他】《...から》を取り戻す, を回収する《from ...》 / 〈罪など〉を償う,〈誤りなど〉を訂正する / 〈猟犬が〉〈獲物〉を捜して持って来る",/rɪˈtriːv/,35931,The police managed to retrieve the stolen goods.,警察は盗まれた商品を取り戻すことに成功しました。,1665364
,,,bundle,"【名/C】《…の》束, 包み《of ...》 / 【動/他】を包みにする, を束にする",/'bʌndəl/,5576,I bought a bundle of flowers for my mother's birthday.,私は母の誕生日に花束を買いました。,3009107
,,,intervene,"《...に》干渉する,介入する《in ...》 / 《...の間を》 仲裁に入る《between》 / じゃまに入る / 間に起こる《between》  / ...と言って口をはさむ",/ˌɪntərˈviːn/,22363,The teacher decided to intervene in the argument between the students.,先生は生徒たちの口論に干渉することを決めた。,3000331
,,,technically,"専門的に / 技術的に / 厳密に言えば / 表向きは, 表面上は, 建前としては",/tɛkˈnɪkəli/,42688,"Technically, I am not allowed to disclose that information.",厳密に言うと、その情報を開示することは許されていません。,3005550
,,,surplus,"【名/U/C】余剰,余分【名/C】余剰金,黒字【形】余分な,余剰の",/sərˈplʌs/,41961,The company had a surplus of funds at the end of the year.,会社は年末に資金の余剰を持っていました。,3005354
,,,clarify,"〈他〉を明らかにする, を理解しやすくする / 〈液体・空気など〉を澄ませる / 〈自〉〈思想・意味などが〉分かりやすくなる / 澄む",/ˈklærəˌfaɪ/,7755,Could you please clarify your question?,質問を明確にしていただけますか？,3009516
,,,coordinate,"（各部分）を調和させる, を調整する  / 《...と》調和して動く《with ...》",/koʊˈɔrdɪneɪt/,9384,I need you to coordinate with the other team members and ensure we complete the project [[on time]].,他のチームメンバーとの調整を行い、時間内にプロジェクトを完了させてほしい。,1625356
,,,dose,〈C〉(おもに飲み薬1回分の) 服用量 / (痛いこと・いやなことの)1回分,/dəʊs/,12696,The doctor prescribed a dose of medication for the patient.,医師は患者に薬の服用量を処方しました。,2997820
,,,plausible,(話などが)もっともらしい / 口先のうまい / 見込みのある/妥当な,/ˈplɔːzəbəl/,32203,His explanation sounded plausible.,彼の説明はもっともらしかった。,3002844
,,,migration,"〈U〉〈C〉移住,(動物の)移動  / 〈C〉《集合的に》(人・動物などの)移動の群",/mɪˈɡreɪʃən/,26781,Migration is a natural phenomenon that has been happening for centuries.,移住は何世紀も前から起こっている自然現象です。,3001451
,,,reinforce,"を増強する,を補強する / に増援する,に援兵を送る",/rɪnˈfɔːrs/,35450,Regular exercise can help reinforce your immune system.,定期的な運動は免疫システムを増強するのに役立ちます。,3003660
,,,induce,【動/他】〈人〉に勧めて...させる《to do》 / ...させる / を引き起こす / 〈電気〉を誘導する /  …を帰納する,/ɪnˈduːs/,21676,The doctor will induce labor to help the baby come out.,医者は赤ちゃんが出てくるのを助けるために分娩誘発を行います。,3000144
,,,whereby,【副】《関係副詞》…によって…するところの(according to which),/wɛərˈbaɪ/,47207,Radioactivity is the process whereby unstable atomic nuclei release energetic subatomic particles.,放射能とは、不安定な原子核がエネルギーを持った素粒子を放出することによる過程である。,6535264
,,,implicit,【形】暗に示された、暗黙の、絶対的な,/ɪmˈplɪsɪt/,21218,Her implicit message was clear.,彼女の暗に示されたメッセージは明確だった。,3000026
,,,affirm,"…'を'断言する,明言する  / (正式に)…'を'確認する,承認する  / (法廷で)証言する",/əˈfɜrm/,721,I affirm that I saw him at the park yesterday.,私は昨日彼を公園で見たと断言します。,2995830
,,,coherent,"(論理などが)筋の通った,首尾一貫した / 密着した",/kəʊˈhɪərənt/,8227,His argument was coherent and well-reasoned.,彼の主張は筋の通ったものであり、論理的にも妥当だった。,2996984
,,,thermal,"熱の,熱による  / 熱い  / (暖まった)上昇気流",/ˈθɜːrməl/,43072,The thermal energy from the sun is used to heat the water.,太陽からの熱エネルギーは水を加熱するために使用されます。,1662768
,,,sodium,"ソジウム,ナトリウム(金属元素;化学記号はNa)",/ˈsoʊdiəm/,39773,Sodium is a highly reactive metal.,ソジウムは非常に反応性のある金属です。,1658746
,,,equivalence,"【名/U】(価値・重要性などの)等しいこと, 等価, 同量",/ɪkwɪvələns/,14274,The equivalence of the two theories was proven by the mathematician.,2つの理論の等価性は、その数学者によって証明されました。,2998222
,,,notation,"【名/U】表記（法）【C】記号,符号；注釈；覚え書き",/nəʊˈteɪʃən/,48314,The notation used in this document is easy to understand.,この文書で使用されている表記はわかりやすいです。,1633091
,,,mole,【名/C】モグラ / (組織に潜伏した)スパイ,/moʊl/,27312,I have a mole on my cheek.,私の頬にほくろがあります。,3001575
,,,disability,"〈U〉無能, 無力 / 〈C〉障害, 欠陥 / 〈U〉《米》障害者年金 / (法律で)無能力,無資格",/dɪsəˈbɪlɪti/,12010,My brother overcame his disability and now works as a successful attorney.,弟は障害を克服し、今は弁護士として成功しています。,1627172
,,,slab,"(木材・石・金属の)厚板,平板;(肉・パン・ケーキ・チ・ズなどの)平たい厚切り",/slæb/,39265,The construction workers laid a slab of concrete for the foundation.,建設作業員は基礎のためにコンクリートの厚板を敷きました。,1647280
,,,descendent,"【名】子孫 / 【形】下降する / (先祖)伝来の, 子孫の /  世襲の / 派生した([[descendant]])",/dɪˈsɛndənt/,11525,The descendent gene was passed down from generation to generation.,子孫の遺伝子は世代から世代へと受け継がれました。,1622842
,,,conduction,【名/U】(熱・電気の)伝導 / (液体を)管などで導くこと,/kənˈdʌkʃən/,8867,Copper is a good medium for the conduction of heat and electricity.,銅は熱と電気の伝導に適した媒体です。,1017212
,,,problematic,"疑問のある,あやふやな;未決(定)の",/prəˈblɛmətɪk/,33476,The new policy has raised some problematic issues.,新しい政策にはいくつかの疑問のある問題が生じています。,3003174
,,,traditionally,"伝説的に;伝統的に,しきたり通りに",/trəˈdɪʃənəli/,43924,The festival is traditionally held every year.,その祭りは毎年伝説的に開催される。,3005885
,,,activate,【動/他】を活動的にする / に放射能を与える / (物質)を活性化する,/ˈæktɪveɪt/,435,Please activate your account to start using the app.,アプリを利用するためにアカウントを有効化してください。,1639572
,,,commentary,"〈U/C〉《...の》論評, 解説, 注解, 注釈書《on, upon ...》 / 《複数形で》《...の》実録 《on ...》",/kɒmənˈtɛri/,8510,The sports commentator provided live commentary during the game.,スポーツの解説者が試合中に実況解説を行いました。,1629754
,,,complication,"〈U〉〈C〉複雑[な状態],粉糾[状態]  / 《…を》複雑にすること《of ...》  / 〈C〉複雑な(やっかいな)事を引き起こすもの / 〈C〉併発症, 併発，合併症",/kɑmplɪˈkeɪʃən/,8690,Dealing with the complication was challenging.,複雑な状況に対処するのは困難でした。,1642171
,,,dilemma,"板ばさみ,抜きさしならない羽目,窮地  / (論理学で)両刀論法",/dɪˈlɛmə/,11885,I was in a dilemma whether to choose the red or blue dress for the party.,パーティーのために赤いドレスと青いドレスのどちらを選ぶかで板ばさみになっていました。,2997603
,,,overlap,"重複, 重なり；共通点",/ˌoʊvəˈlæp/,30115,The two circles overlap each other.,二つの円が重なり合っている。,3002352
,,,yeast,"【名/U】酵母,イースト",/jist/,48096,Yeast is used to make bread rise.,イーストはパンを膨らませるために使われます。,3006933
,,,progression,"〈U〉前進 / 進歩,進展, 進捗 / (でき事などの)連続,連鎖 / 〈C〉数列",/prəˈɡrɛʃən/,33577,My manager evaluates my work progression on a weekly basis to assess my growth within the company.,上司は私の仕事の進捗を週単位で評価し、会社での私の成長を評価しています。,1626529
,,,amplitude,"広さ,大きさ  / 十分,豊富  / (振子の)最大振幅;(電波・音波などの)振幅",/ˈæmp.lɪ.tjuːd/,1397,The amplitude of the park is quite impressive.,その公園の広さはかなり印象的です。,2996031
,,,hepatitis,肝[臓]炎,/hɛpəˈtaɪtɪs/,19718,He was diagnosed with hepatitis last month.,彼は先月、肝[臓]炎と診断されました。,2999644
,,,postgraduate,"【形】大学卒業後の,研究科の,大学院の / 【名/C】研究生, 大学院生",/poʊstˈɡrædʒuət/,32790,She decided to pursue a postgraduate degree after graduating from college.,彼女は大学卒業後、大学院の学位を追求することを決めました。,1637806
,,,sponsorship,"【名/U/C】 後援, 援助, 経済的な支援 / 保証人であること / （商業放送の）スポンサーであること",/sˈpɒnsərʃɪp/,40429,The company received sponsorship from a local business for their charity event.,その企業は、地元の企業からチャリティイベントのためのスポンサーシップを受けました。,1647705
,,,integration,"統合,集成,完成  / (学校や住居における)人種差別の撤廃",/ˌɪntɪˈɡreɪʃən/,22170,The integration of different departments within the company has improved communication and efficiency.,会社内の異なる部門の統合により、コミュニケーションと効率が向上しました。,1641753
,,,audio,"(電波の)可聴周波の,低周波の;(テレビの)音声の  / (テレビの)音声[部門]",/ˈɔdi.oʊ/,2630,The audio frequency of this radio is very clear.,このラジオの音声周波数は非常にクリアだ。,2996365
,,,rehabilitation,"(けが人・病人などの)社会復帰,リハビリテーション  / 復職;名誉回復",/rɛˌhəˌbɪlɪˈteɪʃən/,35432,"After undergoing rehabilitation, the injured person was able to reintegrate into society.",リハビリテーションを受けた後、けがをした人は社会復帰することができました。,3003654
,,,grid,"【名/C】格子, 焼き網 / 高圧送電線網 / (地図などの)碁盤目",/ɡrɪd/,18573,The city streets are laid out in a grid pattern.,市の道路は格子状に配置されています。,1630361
,,,subjective,【形】主観的な / 主格の,/səbˈdʒɛktɪv/,41490,Beauty is a subjective concept.,美は主観的な概念です。,3005229
,,,micro,"【複合要素】小,微少",/ˈmaɪkroʊ/,48325,Microorganisms are too small to be seen with the naked eye.,肉眼では見えないほど微小な生物が存在します。,1656728
,,,pesticide,殺虫剤,/ˈpɛstɪsaɪd/,31491,The farmer sprayed pesticide on the crops to protect them from insects.,農夫は作物に殺虫剤を散布して、虫から守りました。,3002683
,,,elasticity,"〈U〉弾力,弾性 / 伸縮自在, 伸縮性 / 融通性",/ɪˌlæsˈtɪsəti/,13578,,,
,,,synthesis,"〈U〉総合,統合[すること]  / 〈C〉総合体,統合されたもの  / 〈U〉合成",/sɪnθəsɪs/,42277,Synthesis is the process of combining separate elements or substances to form a coherent whole.,総合は、別々の要素や物質を組み合わせて一貫した全体を形成するプロセスです。,3005452
,,,clone,"クロン(一個体から無性生殖で増殖した有機体群);(植物の)栄養系,(動物の)分技系",/kləʊn/,7935,Scientists successfully cloned a sheep.,科学者たちは羊のクローンを作ることに成功した。,1641752
,,,incredibly,信じられないほどに / 《くだけて》 ものすごく,/ɪnˈkrɛdəbli/,21500,He ran incredibly fast.,彼は信じられないほど速く走った。,1628629
,,,connector,"(電気の)接続子,(電話の)接続器  / (一般に)連絡者;(列車の)連結手;連結物;(車両の)連結器",/kəˈnɛktər/,9013,The connector is used to connect electrical devices.,接続子は電気機器を接続するために使用されます。,1641790
,,,trans,【接頭辞】越えて；横切って；貫いて；ほかの側へ；別の状態（場所）へ,/trænz/,48323,I need to transcribe this audio file into text.,この音声ファイルをテキストに書き起こす必要があります。,3006998
,,,scripture,"聖書・経典,聖典・聖書の一節",/'skrɪptʃər/,37593,The scripture is a sacred text that holds religious significance.,聖書は宗教的な意義を持つ神聖なテキストです。,3004184
,,,null,法的効力のない / 無効な / 存在しない / 空の,/nʌl/,29029,The contract is null and void.,契約は無効です。,3002037
,,,reliability,【名/U】信頼できること；確実性,/rɪˌlaɪəˈbɪləti/,35500,Reliability is an important factor when choosing a car.,信頼性は車を選ぶ際に重要な要素です。,3003680
